wordImages/10_1.bmp,1,15,32,15,0.46875,1.0,2.13333333333,11.0,2.90909090909,79.4404406532,16.8244464785
wordImages/10_10.bmp,1,6,28,9,0.214285714286,0.666666666667,3.11111111111,11.5,2.4347826087,81.9825912513,19.4794862284
wordImages/10_100.bmp,1,27,40,10,0.675,2.7,4.0,11.0,3.63636363636,72.4868200344,16.4022257971
wordImages/10_101.bmp,1,27,31,9,0.870967741935,3.0,3.44444444444,8.0,3.875,88.6758737594,8.86058764296
wordImages/10_11.bmp,1,34,38,13,0.894736842105,2.61538461538,2.92307692308,11.0,3.45454545455,78.6485911195,16.9961768373
wordImages/10_12.bmp,1,14,23,6,0.608695652174,2.33333333333,3.83333333333,5.0,4.6,79.7731608519,13.1688744741
wordImages/10_13.bmp,1,11,23,5,0.478260869565,2.2,4.6,14.0,1.64285714286,86.07721615,27.1804990112
wordImages/10_14.bmp,1,31,32,7,0.96875,4.42857142857,4.57142857143,12.0,2.66666666667,74.9892076631,22.9136193435
wordImages/10_15.bmp,1,15,42,22,0.357142857143,0.681818181818,1.90909090909,6.0,7.0,71.4190148189,11.7621884761
wordImages/10_16.bmp,1,6,22,3,0.272727272727,2.0,7.33333333333,7.0,3.14285714286,58.6276641875,0.0
wordImages/10_17.bmp,1,22,60,12,0.366666666667,1.83333333333,5.0,11.0,5.45454545455,82.4053566314,0.0
wordImages/10_18.bmp,1,19,29,6,0.655172413793,3.16666666667,4.83333333333,8.5,3.41176470588,69.1053281701,11.5744129044
wordImages/10_19.bmp,1,13,43,10,0.302325581395,1.3,4.3,15.0,2.86666666667,83.3092448933,12.0807901702
wordImages/10_2.bmp,1,13,36,5,0.361111111111,2.6,7.2,16.0,2.25,77.5732576325,24.2230703843
wordImages/10_20.bmp,1,13,26,13,0.5,1.0,2.0,5.0,5.2,71.6453388592,17.6408286975
wordImages/10_21.bmp,1,13,30,16,0.433333333333,0.8125,1.875,4.0,7.5,68.552871499,17.8906608433
wordImages/10_22.bmp,1,25,29,7,0.862068965517,3.57142857143,4.14285714286,7.0,4.14285714286,78.8405117984,23.1334695548
wordImages/10_23.bmp,1,16,29,15,0.551724137931,1.06666666667,1.93333333333,10.0,2.9,65.8448436813,19.959272632
wordImages/10_24.bmp,1,30,34,9,0.882352941176,3.33333333333,3.77777777778,3.0,11.3333333333,97.0950011028,12.2388008195
wordImages/10_25.bmp,1,31,52,14,0.596153846154,2.21428571429,3.71428571429,5.0,10.4,77.0686897777,19.4004816854
wordImages/10_26.bmp,1,3,32,4,0.09375,0.75,8.0,2.0,16.0,102.838428151,4.26100330797
wordImages/10_27.bmp,1,25,29,6,0.862068965517,4.16666666667,4.83333333333,10.0,2.9,68.6936710014,15.494744796
wordImages/10_28.bmp,1,29,45,9,0.644444444444,3.22222222222,5.0,10.0,4.5,73.3223298721,22.1843045309
wordImages/10_29.bmp,1,5,26,5,0.192307692308,1.0,5.2,4.0,6.5,87.1381873188,6.02979644413
wordImages/10_3.bmp,1,12,30,7,0.4,1.71428571429,4.28571428571,11.0,2.72727272727,80.2475036256,20.1692672582
wordImages/10_30.bmp,1,26,30,16,0.866666666667,1.625,1.875,8.5,3.52941176471,71.6178657655,25.8091261986
wordImages/10_31.bmp,1,18,41,7,0.439024390244,2.57142857143,5.85714285714,9.0,4.55555555556,70.8869709072,5.60583113214
wordImages/10_32.bmp,1,6,55,9,0.109090909091,0.666666666667,6.11111111111,2.0,27.5,86.829904127,15.26485295
wordImages/10_33.bmp,1,30,39,18,0.769230769231,1.66666666667,2.16666666667,11.0,3.54545454545,77.9362693887,11.781340291
wordImages/10_34.bmp,1,32,39,14,0.820512820513,2.28571428571,2.78571428571,9.0,4.33333333333,79.4174160002,20.7659340169
wordImages/10_35.bmp,1,12,40,12,0.3,1.0,3.33333333333,19.5,2.05128205128,82.3487419296,28.7512683578
wordImages/10_36.bmp,1,24,42,20,0.571428571429,1.2,2.1,6.0,7.0,88.6378686661,2.08158509592
wordImages/10_37.bmp,1,16,35,7,0.457142857143,2.28571428571,5.0,7.0,5.0,77.7285558307,15.0486019958
wordImages/10_38.bmp,1,10,20,5,0.5,2.0,4.0,10.0,2.0,85.5426531331,18.2562411676
wordImages/10_39.bmp,1,30,28,5,1.07142857143,6.0,5.6,15.0,1.86666666667,70.492278617,28.8404040679
wordImages/10_4.bmp,1,13,25,9,0.52,1.44444444444,2.77777777778,5.0,5.0,92.9724010081,24.2119874956
wordImages/10_40.bmp,1,9,25,6,0.36,1.5,4.16666666667,8.0,3.125,82.3498061821,6.1838000975
wordImages/10_41.bmp,1,7,26,8,0.269230769231,0.875,3.25,7.0,3.71428571429,73.3681441171,23.6885600919
wordImages/10_42.bmp,1,8,33,7,0.242424242424,1.14285714286,4.71428571429,12.0,2.75,78.7034306781,12.7467274386
